level_0,index,Year,Christianity_pop,Judaism_pop,Islam_pop,Buddhism_pop,Zoroastrian_pop,Hindu_pop,Sike_pop,Shinto_pop,Baha'i_pop,Taoism_pop,Confucianism_pop,Jain_pop,Syncretic Religions_pop,Animist_pop,Non Religious_pop,Other Religions_pop,Total Religious_pop,Population_pop,Christianity _pct,Judaism _pct,Islam _pct,Buddhism _pct,Zoroastrian _pct,Hindu _pct,Sike _pct,Shinto _pct,Baha'i _pct,Taoism _pct,Confucianism _pct,Jain _pct,Syncretic Religions _pct,Animist _pct,Non Religious _pct,Other Religions _pct,Total Religious _pct,Country,Region,SubRegion
592,1403,2010,7641386,0,214879,0,0,7220,0,0,6953,0,0,0,0,695000,22000,7728,8587438,8595166,0.889,0.0,0.025,0.0,0.0,0.0008,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0809,0.0026,0.0009,0.9991,Burundi,Africa,Eastern Africa
593,1409,1990,5702750,0,556056,0,0,10000,0,0,12500,0,0,0,0,646290,2000,251404,6929596,7181000,0.7941,0.0,0.0774,0.0,0.0,0.0014,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.09,0.0003,0.035,0.965,Rwanda,Africa,Eastern Africa
594,1410,1995,4359705,0,362880,0,0,5193,0,0,13364,0,0,0,0,311040,8782,123036,5060964,5184000,0.841,0.0,0.07,0.0,0.0,0.001,0.0,0.0,0.0026,0.0,0.0,0.0,0.0,0.06,0.0017,0.0237,0.9763,Rwanda,Africa,Eastern Africa
595,1411,2000,6779963,0,328674,0,0,387,0,0,14229,0,0,0,0,325000,15564,269183,7463817,7733000,0.8768,0.0,0.0425,0.0,0.0,0.0001,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.042,0.002,0.0348,0.9652,Rwanda,Africa,Eastern Africa
596,1412,2005,8064826,0,449600,0,0,440,0,0,16186,0,0,0,0,369571,22500,68877,8923123,8992000,0.8969,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.0411,0.0025,0.0077,0.9923,Rwanda,Africa,Eastern Africa
597,1413,2010,9252868,0,475843,0,0,517,0,0,19034,0,0,0,0,422312,36200,137662,10206774,10344436,0.8945,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.0408,0.0035,0.0133,0.9867,Rwanda,Africa,Eastern Africa
598,1420,1990,6357,0,8573000,0,0,2400,0,0,1100,0,0,0,0,8200,2900,29043,8593957,8623000,0.0007,0.0,0.9942,0.0,0.0,0.0003,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.001,0.0003,0.0034,0.9966,Somalia,Africa,Eastern Africa
599,1421,1995,6317,0,9401000,0,0,4027,0,0,1989,0,0,0,0,8022,3686,65959,9425041,9491000,0.0007,0.0,0.9905,0.0,0.0,0.0004,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0008,0.0004,0.0069,0.9931,Somalia,Africa,Eastern Africa
600,1422,2000,6277,0,10046515,0,0,5654,0,0,2878,0,0,0,0,7845,4473,23358,10073642,10097000,0.0006,0.0,0.995,0.0,0.0,0.0006,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0008,0.0004,0.0023,0.9977,Somalia,Africa,Eastern Africa
601,1423,2005,4509,0,8303876,0,0,4737,0,0,1554,0,0,0,0,6274,4185,28865,8325135,8354000,0.0005,0.0,0.994,0.0,0.0,0.0006,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0008,0.0005,0.0035,0.9965,Somalia,Africa,Eastern Africa
602,1424,2010,4333,0,9283692,0,0,5225,0,0,2678,0,0,0,0,6820,4087,23510,9306835,9330345,0.0005,0.0,0.995,0.0,0.0,0.0006,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0007,0.0004,0.0025,0.9975,Somalia,Africa,Eastern Africa
603,1427,1990,23660,0,484500,0,0,130,0,0,400,0,0,0,0,0,6350,1960,515040,517000,0.0458,0.0,0.9371,0.0,0.0,0.0003,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0123,0.0038,0.9962,Djibouti,Africa,Eastern Africa
604,1428,1995,26408,0,564940,0,0,192,0,0,476,0,0,0,0,0,6843,2141,598859,601000,0.0439,0.0,0.94,0.0,0.0,0.0003,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0114,0.0036,0.9964,Djibouti,Africa,Eastern Africa
605,1429,2000,10397,0,622050,0,0,255,0,0,0,0,0,0,0,0,4500,798,637202,638000,0.0163,0.0,0.975,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071,0.0013,0.9987,Djibouti,Africa,Eastern Africa
606,1430,2005,11125,0,784875,0,0,321,0,0,693,0,0,0,0,0,6700,1286,803714,805000,0.0138,0.0,0.975,0.0,0.0,0.0004,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0083,0.0016,0.9984,Djibouti,Africa,Eastern Africa
607,1431,2010,12256,0,860869,0,0,352,0,0,764,0,0,0,0,0,8500,202,882741,882943,0.0139,0.0,0.975,0.0,0.0,0.0004,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0096,0.0002,0.9998,Djibouti,Africa,Eastern Africa
608,1450,1990,29253960,10000,16540480,0,0,3600,0,0,17000,0,0,0,0,5685790,65000,113170,51575830,51689000,0.566,0.0002,0.32,0.0,0.0,0.0001,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.11,0.0013,0.0022,0.9978,Ethiopia,Africa,Eastern Africa
609,1451,1990,29253960,10000,16540480,0,0,3600,0,0,17000,0,0,0,0,5685790,65000,113170,51575830,51689000,0.566,0.0002,0.32,0.0,0.0,0.0001,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.11,0.0013,0.0022,0.9978,Ethiopia,Africa,Eastern Africa
610,1452,1995,32575450,10975,19270180,0,0,4130,0,0,17071,0,0,0,0,4534160,76045,188989,56488011,56677000,0.5748,0.0002,0.34,0.0,0.0,0.0001,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.08,0.0013,0.0033,0.9967,Ethiopia,Africa,Eastern Africa
611,1453,1995,32575450,10975,19270180,0,0,4130,0,0,17071,0,0,0,0,4534160,76045,188989,56488011,56677000,0.5748,0.0002,0.34,0.0,0.0,0.0001,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.08,0.0013,0.0033,0.9967,Ethiopia,Africa,Eastern Africa
612,1454,2000,38159809,11950,20608195,0,0,4661,0,0,17143,0,0,0,0,3650000,98200,15042,62549958,62565000,0.6099,0.0002,0.3294,0.0,0.0,0.0001,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0583,0.0016,0.0002,0.9998,Ethiopia,Africa,Eastern Africa
613,1455,2000,38159809,11950,20608195,0,0,4661,0,0,17143,0,0,0,0,3650000,98200,15042,62549958,62565000,0.6099,0.0002,0.3294,0.0,0.0,0.0001,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0583,0.0016,0.0002,0.9998,Ethiopia,Africa,Eastern Africa
614,1456,2005,42171769,8500,27234000,0,0,5471,0,0,18000,0,0,0,0,3500000,79500,26760,73017240,73044000,0.5773,0.0001,0.3728,0.0,0.0,0.0001,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0479,0.0011,0.0004,0.9996,Ethiopia,Africa,Eastern Africa
615,1457,2005,42171769,8500,27234000,0,0,5471,0,0,18000,0,0,0,0,3500000,79500,26760,73017240,73044000,0.5773,0.0001,0.3728,0.0,0.0,0.0001,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0479,0.0011,0.0004,0.9996,Ethiopia,Africa,Eastern Africa
616,1458,2010,50654152,4500,28332765,0,0,6130,0,0,22544,0,0,0,0,3100000,105200,53509,82225291,82278800,0.6156,0.0001,0.3444,0.0,0.0,0.0001,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0377,0.0013,0.0007,0.9993,Ethiopia,Africa,Eastern Africa
617,1459,2010,50654152,4500,28332765,0,0,6130,0,0,22544,0,0,0,0,3100000,105200,53509,82225291,82278800,0.6156,0.0001,0.3444,0.0,0.0,0.0001,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0377,0.0013,0.0007,0.9993,Ethiopia,Africa,Eastern Africa
618,1460,1995,1539364,0,1542000,0,0,685,0,0,904,0,0,0,0,20545,60000,7502,3163498,3171000,0.4855,0.0,0.4863,0.0,0.0,0.0002,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0065,0.0189,0.0024,0.9976,Eritrea,Africa,Eastern Africa
619,1461,2000,1812203,0,1925000,0,0,770,0,0,1047,0,0,0,0,33500,65000,12480,3837520,3850000,0.4707,0.0,0.5,0.0,0.0,0.0002,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0087,0.0169,0.0032,0.9968,Eritrea,Africa,Eastern Africa
620,1462,2005,2012850,0,2370690,0,0,895,0,0,1212,0,0,0,0,31200,55755,398,4472602,4473000,0.45,0.0,0.53,0.0,0.0,0.0002,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.007,0.0125,0.0001,0.9999,Eritrea,Africa,Eastern Africa
621,1463,2010,3009808,0,2100000,0,0,1047,0,0,1419,0,0,0,0,39500,66898,15778,5218672,5234450,0.575,0.0,0.4012,0.0,0.0,0.0002,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0075,0.0128,0.003,0.997,Eritrea,Africa,Eastern Africa
622,1467,1990,9307500,0,91671,900,0,0,0,0,1000,0,0,0,80,513020,60000,45829,9974171,10020000,0.9289,0.0,0.0091,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0512,0.006,0.0046,0.9954,Angola,Africa,Middle Africa
623,1468,1995,9875230,0,114089,1000,0,0,0,0,1195,0,0,0,0,578299,86599,159588,10656412,10816000,0.913,0.0,0.0105,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0535,0.008,0.0148,0.9852,Angola,Africa,Middle Africa
624,1469,2000,10839535,0,130000,1101,0,0,0,0,1391,0,0,0,109,975000,250000,680864,12197136,12878000,0.8417,0.0,0.0101,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0757,0.0194,0.0529,0.9471,Angola,Africa,Middle Africa
625,1470,2005,15029280,0,175000,1200,0,0,0,0,1811,0,0,0,142,1100000,267000,43567,16574433,16618000,0.9044,0.0,0.0105,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0662,0.0161,0.0026,0.9974,Angola,Africa,Middle Africa
626,1471,2010,17034849,0,198750,1634,0,0,0,0,2064,0,0,0,162,1450000,342000,84717,19029459,19114176,0.8912,0.0,0.0104,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0759,0.0179,0.0044,0.9956,Angola,Africa,Middle Africa
627,1475,1990,5384000,160,2264160,591,0,22000,0,0,2200,0,0,0,516,6367950,55000,54423,14096577,14151000,0.3805,0.0,0.16,0.0,0.0,0.0016,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.45,0.0039,0.0038,0.9962,Mozambique,Africa,Eastern Africa
628,1476,1995,7432920,178,2787680,738,0,26842,0,0,2310,0,0,0,987,6794970,69792,306583,17116417,17423000,0.4266,0.0,0.16,0.0,0.0,0.0015,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.39,0.004,0.0176,0.9824,Mozambique,Africa,Eastern Africa
629,1477,2000,7571947,197,4329600,886,0,31685,0,0,2421,0,0,0,1889,7365956,102500,272919,19407081,19680000,0.3848,0.0,0.22,0.0,0.0,0.0016,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.3743,0.0052,0.0139,0.9861,Mozambique,Africa,Eastern Africa
630,1478,2005,8746666,194,4224000,1695,0,31266,0,0,2389,0,0,0,3612,6032500,136890,240788,19179212,19420000,0.4504,0.0,0.2175,0.0001,0.0,0.0016,0.0,0.0,0.0001,0.0,0.0,0.0,0.0002,0.3106,0.007,0.0124,0.9876,Mozambique,Africa,Eastern Africa
631,1479,2010,10340024,218,5320442,1900,0,35165,0,0,2686,0,0,0,4063,5850000,192300,95052,21746798,21841850,0.4734,0.0,0.2436,0.0001,0.0,0.0016,0.0,0.0,0.0001,0.0,0.0,0.0,0.0002,0.2678,0.0088,0.0044,0.9956,Mozambique,Africa,Eastern Africa
632,1485,1990,6080800,1000,80000,2400,0,10000,0,0,120000,0,0,0,3597,1372410,19000,383793,7689207,8073000,0.7532,0.0001,0.0099,0.0003,0.0,0.0012,0.0,0.0,0.0149,0.0,0.0,0.0,0.0004,0.17,0.0024,0.0475,0.9525,Zambia,Africa,Eastern Africa
633,1486,1995,6410000,1091,89054,2575,0,11235,0,0,144355,0,0,0,4594,1050530,17935,349631,7731369,8081000,0.7932,0.0001,0.011,0.0003,0.0,0.0014,0.0,0.0,0.0179,0.0,0.0,0.0,0.0006,0.13,0.0022,0.0433,0.9567,Zambia,Africa,Eastern Africa
634,1487,2000,7513167,1183,62500,2751,0,12470,0,0,150000,0,0,0,5868,1395026,18871,7164,9161836,9169000,0.8194,0.0001,0.0068,0.0003,0.0,0.0014,0.0,0.0,0.0164,0.0,0.0,0.0,0.0006,0.1521,0.0021,0.0008,0.9992,Zambia,Africa,Eastern Africa
635,1488,2005,9953669,1522,62405,3512,0,57205,0,0,135000,0,0,0,0,1200000,20559,7128,11433872,11441000,0.87,0.0001,0.0055,0.0003,0.0,0.005,0.0,0.0,0.0118,0.0,0.0,0.0,0.0,0.1049,0.0018,0.0006,0.9994,Zambia,Africa,Eastern Africa
636,1489,2010,11344499,1682,71124,3912,0,65198,0,0,145000,0,0,0,0,1367676,23431,17134,13022522,13039656,0.87,0.0001,0.0055,0.0003,0.0,0.005,0.0,0.0,0.0111,0.0,0.0,0.0,0.0,0.1049,0.0018,0.0013,0.9987,Zambia,Africa,Eastern Africa
637,1495,1990,6548714,9400,80000,700,0,13500,0,0,29000,0,0,0,249,2370067,85000,232370,9136630,9369000,0.699,0.001,0.0085,0.0001,0.0,0.0014,0.0,0.0,0.0031,0.0,0.0,0.0,0.0,0.253,0.0091,0.0248,0.9752,Zimbabwe,Africa,Eastern Africa
638,1496,1995,8271850,10132,82767,437,0,15385,0,0,32995,0,0,0,311,2650980,110851,350292,11175708,11526000,0.7177,0.0009,0.0072,0.0,0.0,0.0013,0.0,0.0,0.0029,0.0,0.0,0.0,0.0,0.23,0.0096,0.0304,0.9696,Zimbabwe,Africa,Eastern Africa
639,1497,2000,7563983,10864,84200,175,0,17270,0,0,33000,0,0,0,373,3100000,175000,684135,10984865,11669000,0.6482,0.0009,0.0072,0.0,0.0,0.0015,0.0,0.0,0.0028,0.0,0.0,0.0,0.0,0.2657,0.015,0.0586,0.9414,Zimbabwe,Africa,Eastern Africa
640,1498,2005,9865000,11432,72150,184,0,17939,0,0,20000,0,0,0,392,1695000,253000,436903,11935097,12372000,0.7974,0.0009,0.0058,0.0,0.0,0.0014,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.137,0.0204,0.0353,0.9647,Zimbabwe,Africa,Eastern Africa
641,1499,2010,9961179,11326,130448,182,0,18005,0,0,25200,0,0,0,389,1647295,311930,59339,12105955,12165294,0.8188,0.0009,0.0107,0.0,0.0,0.0015,0.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.1354,0.0256,0.0049,0.9951,Zimbabwe,Africa,Eastern Africa
642,1505,1990,5352920,152,1657800,0,0,15433,369,0,15867,0,0,0,0,1143350,13567,89542,8199458,8289000,0.6458,0.0,0.2,0.0,0.0,0.0019,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.1379,0.0016,0.0108,0.9892,Malawi,Africa,Eastern Africa
643,1506,1995,6730375,183,1566080,0,0,21689,478,0,21564,0,0,0,0,1123106,24514,300011,9487989,9788000,0.6876,0.0,0.16,0.0,0.0,0.0022,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.1147,0.0025,0.0307,0.9693,Malawi,Africa,Eastern Africa
644,1507,2000,6890909,197,1688144,0,0,23379,546,0,25128,0,0,0,0,1450000,55000,791697,10133303,10925000,0.6307,0.0,0.1545,0.0,0.0,0.0021,0.0,0.0,0.0023,0.0,0.0,0.0,0.0,0.1327,0.005,0.0725,0.9275,Malawi,Africa,Eastern Africa
645,1508,2005,8664396,237,1801506,0,0,28137,658,0,30235,0,0,0,0,1650000,75000,90831,12250169,12341000,0.7021,0.0,0.146,0.0,0.0,0.0023,0.0001,0.0,0.0024,0.0,0.0,0.0,0.0,0.1337,0.0061,0.0074,0.9926,Malawi,Africa,Eastern Africa
646,1509,2010,10452600,278,2110934,0,0,32970,771,0,35428,0,0,0,0,1733405,87882,6431,14454268,14460699,0.7228,0.0,0.146,0.0,0.0,0.0023,0.0001,0.0,0.0024,0.0,0.0,0.0,0.0,0.1199,0.0061,0.0004,0.9996,Malawi,Africa,Eastern Africa
647,1519,1990,28864199,114400,436871,65549,0,664743,6930,0,11750,0,1130,11306,14526,5364220,1455672,54704,37011296,37066000,0.7787,0.0031,0.0118,0.0018,0.0,0.0179,0.0002,0.0,0.0003,0.0,0.0,0.0003,0.0004,0.1447,0.0393,0.0015,0.9985,South Africa,Africa,Southern Africa
648,1520,1995,35332102,91116,490700,25500,0,91116,0,0,0,0,0,0,0,1857016,3250000,106450,41137550,41244000,0.8567,0.0022,0.0119,0.0006,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0788,0.0026,0.9974,South Africa,Africa,Southern Africa
649,1521,2000,31630111,75749,654000,98000,0,560000,8560,0,10000,0,1615,0,27053,5000000,1850000,461912,39915088,40377000,0.7834,0.0019,0.0162,0.0024,0.0,0.0139,0.0002,0.0,0.0002,0.0,0.0,0.0,0.0007,0.1238,0.0458,0.0114,0.9886,South Africa,Africa,Southern Africa
650,1522,2005,37919459,78642,749500,128535,0,655165,9582,0,15500,0,1808,10004,30284,4850000,2525000,361521,46973479,47335000,0.8011,0.0017,0.0158,0.0027,0.0,0.0138,0.0002,0.0,0.0003,0.0,0.0,0.0002,0.0006,0.1025,0.0533,0.0076,0.9924,South Africa,Africa,Southern Africa
651,1523,2010,40488807,81536,845000,159070,0,750331,10605,0,21000,0,2001,20009,33515,3980000,3200000,430214,49591874,50022088,0.8094,0.0016,0.0169,0.0032,0.0,0.015,0.0002,0.0,0.0004,0.0,0.0,0.0004,0.0007,0.0796,0.064,0.0086,0.9914,South Africa,Africa,Southern Africa
652,1524,1990,1248000,1600,200,0,0,0,0,0,6500,0,0,0,0,80900,12800,2000,1350000,1352000,0.9231,0.0012,0.0001,0.0,0.0,0.0,0.0,0.0,0.0048,0.0,0.0,0.0,0.0,0.0598,0.0095,0.0015,0.9985,Namibia,Africa,Southern Africa
653,1525,1995,1400596,1792,3068,0,0,0,0,0,7409,0,0,0,0,98310,17811,7014,1528986,1536000,0.9118,0.0012,0.002,0.0,0.0,0.0,0.0,0.0,0.0048,0.0,0.0,0.0,0.0,0.064,0.0116,0.0046,0.9954,Namibia,Africa,Southern Africa
654,1526,2000,1471479,0,11874,0,0,0,0,0,8319,0,0,0,0,185200,32500,16628,1709372,1726000,0.8525,0.0,0.0069,0.0,0.0,0.0,0.0,0.0,0.0048,0.0,0.0,0.0,0.0,0.1073,0.0188,0.0096,0.9904,Namibia,Africa,Southern Africa
655,1527,2005,1693277,0,9700,0,0,3311,0,0,0,0,0,0,0,204882,36557,9272,1947728,1957000,0.8652,0.0,0.005,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1047,0.0187,0.0047,0.9953,Namibia,Africa,Southern Africa
656,1528,2010,1865944,2466,10200,0,0,3500,0,0,2500,0,0,0,0,215000,41443,3711,2141053,2144764,0.87,0.0011,0.0048,0.0,0.0,0.0016,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.1002,0.0193,0.0017,0.9983,Namibia,Africa,Southern Africa
657,1533,1990,1612530,0,850,0,0,1100,0,0,14400,0,0,0,0,145700,3400,5020,1777980,1783000,0.9044,0.0,0.0005,0.0,0.0,0.0006,0.0,0.0,0.0081,0.0,0.0,0.0,0.0,0.0817,0.0019,0.0028,0.9972,Lesotho,Africa,Southern Africa
658,1534,1995,1824570,0,920,0,0,1196,0,0,16716,0,0,0,0,162160,4154,17284,2009716,2027000,0.9001,0.0,0.0005,0.0,0.0,0.0006,0.0,0.0,0.0082,0.0,0.0,0.0,0.0,0.08,0.002,0.0085,0.9915,Lesotho,Africa,Southern Africa
659,1535,2000,1907000,0,1000,0,0,1292,0,0,19033,0,0,0,0,205000,14500,5175,2147825,2153000,0.8857,0.0,0.0005,0.0,0.0,0.0006,0.0,0.0,0.0088,0.0,0.0,0.0,0.0,0.0952,0.0067,0.0024,0.9976,Lesotho,Africa,Southern Africa
660,1536,2005,1842825,0,1200,0,0,1155,0,0,5200,0,0,0,0,102000,4213,38407,1956593,1995000,0.9237,0.0,0.0006,0.0,0.0,0.0006,0.0,0.0,0.0026,0.0,0.0,0.0,0.0,0.0511,0.0021,0.0193,0.9807,Lesotho,Africa,Southern Africa
661,1537,2010,1972951,0,1600,0,0,1213,0,0,800,0,0,0,0,105500,5800,7032,2087864,2094896,0.9418,0.0,0.0008,0.0,0.0,0.0006,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0504,0.0028,0.0034,0.9966,Lesotho,Africa,Southern Africa
662,1542,1990,704700,250,2300,0,0,1550,150,0,9400,0,0,0,60,572000,1400,8190,1291810,1300000,0.5421,0.0002,0.0018,0.0,0.0,0.0012,0.0001,0.0,0.0072,0.0,0.0,0.0,0.0,0.44,0.0011,0.0063,0.9937,Botswana,Africa,Southern Africa
663,1543,1995,835638,293,3372,0,0,1894,172,0,11431,0,0,0,75,582400,2025,18700,1437300,1456000,0.5739,0.0002,0.0023,0.0,0.0,0.0013,0.0001,0.0,0.0079,0.0,0.0,0.0,0.0001,0.4,0.0014,0.0128,0.9872,Botswana,Africa,Southern Africa
664,1544,2000,874624,337,40549,905,0,2238,195,0,1950,0,0,0,1900,675000,15200,9102,1612898,1622000,0.5392,0.0002,0.025,0.0006,0.0,0.0014,0.0001,0.0,0.0012,0.0,0.0,0.0,0.0012,0.4162,0.0094,0.0056,0.9944,Botswana,Africa,Southern Africa
665,1545,2005,1138738,348,42500,934,0,2306,202,0,2500,0,0,0,93,482292,34200,3887,1704113,1708000,0.6667,0.0002,0.0249,0.0005,0.0,0.0014,0.0001,0.0,0.0015,0.0,0.0,0.0,0.0001,0.2824,0.02,0.0023,0.9977,Botswana,Africa,Southern Africa
666,1546,2010,1250799,0,49529,1009,0,2494,217,0,3450,0,0,0,100,425000,45000,29917,1777598,1807515,0.692,0.0,0.0274,0.0006,0.0,0.0014,0.0001,0.0,0.0019,0.0,0.0,0.0,0.0001,0.2351,0.0249,0.0166,0.9834,Botswana,Africa,Southern Africa
667,1551,1990,649410,0,4700,0,0,1200,0,0,3000,0,0,0,0,100000,7500,3190,765810,769000,0.8445,0.0,0.0061,0.0,0.0,0.0016,0.0,0.0,0.0039,0.0,0.0,0.0,0.0,0.13,0.0098,0.0041,0.9959,Swaziland,Africa,Southern Africa
668,1552,1995,767567,0,5324,0,0,1311,0,0,3512,0,0,0,0,118040,8790,3456,904544,908000,0.8453,0.0,0.0059,0.0,0.0,0.0014,0.0,0.0,0.0039,0.0,0.0,0.0,0.0,0.13,0.0097,0.0038,0.9962,Swaziland,Africa,Southern Africa
669,1553,2000,861218,0,1200,0,0,1532,0,0,4536,0,0,0,0,126000,11933,1581,1006419,1008000,0.8544,0.0,0.0012,0.0,0.0,0.0015,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.125,0.0118,0.0016,0.9984,Swaziland,Africa,Southern Africa
670,1554,2005,915600,0,1500,0,0,1745,0,0,5157,0,0,0,0,185000,13560,3438,1122562,1126000,0.8131,0.0,0.0013,0.0,0.0,0.0015,0.0,0.0,0.0046,0.0,0.0,0.0,0.0,0.1643,0.012,0.0031,0.9969,Swaziland,Africa,Southern Africa
671,1555,2010,957312,0,8000,0,0,1855,0,0,5493,0,0,0,0,229560,14449,3924,1216670,1220594,0.7843,0.0,0.0066,0.0,0.0,0.0015,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.1881,0.0118,0.0032,0.9968,Swaziland,Africa,Southern Africa
672,1562,1990,5896410,200,239700,3000,0,7000,0,0,12000,0,0,0,6500,4920680,32000,79510,11117490,11197000,0.5266,0.0,0.0214,0.0003,0.0,0.0006,0.0,0.0,0.0011,0.0,0.0,0.0,0.0006,0.4395,0.0029,0.0071,0.9929,Madagascar,Africa,Eastern Africa
673,1563,1995,8113115,219,288038,3493,0,8123,0,0,12783,0,0,0,7235,6395820,43452,1722,14872278,14874000,0.5455,0.0,0.0194,0.0002,0.0,0.0005,0.0,0.0,0.0009,0.0,0.0,0.0,0.0005,0.43,0.0029,0.0001,0.9999,Madagascar,Africa,Eastern Africa
674,1564,2000,9825986,0,460434,0,0,0,0,0,10500,0,0,0,0,5516866,74751,53463,15888537,15942000,0.6164,0.0,0.0289,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.3461,0.0047,0.0034,0.9966,Madagascar,Africa,Eastern Africa
675,1565,2005,10372048,262,797849,0,0,0,0,0,11300,0,0,0,8723,6400000,94500,45318,17684682,17730000,0.585,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0005,0.361,0.0053,0.0026,0.9974,Madagascar,Africa,Eastern Africa
676,1566,2010,12031782,308,1123633,5135,0,11912,0,0,15200,0,0,0,17200,7205000,125000,3610,20535170,20538780,0.5858,0.0,0.0547,0.0003,0.0,0.0006,0.0,0.0,0.0007,0.0,0.0,0.0,0.0008,0.3508,0.0061,0.0002,0.9998,Madagascar,Africa,Eastern Africa
677,1570,1990,5000,0,512540,0,0,0,0,0,440,0,0,0,0,2900,400,1720,521280,523000,0.0096,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0055,0.0008,0.0033,0.9967,Comoros,Africa,Eastern Africa
678,1571,1995,4193,0,601259,0,0,0,0,0,525,0,0,0,0,4170,658,1195,610805,612000,0.0069,0.0,0.9824,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0068,0.0011,0.002,0.998,Comoros,Africa,Eastern Africa
679,1572,2000,300,0,680512,0,0,0,0,0,611,0,0,0,0,9875,1500,1202,692798,694000,0.0004,0.0,0.9806,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0142,0.0022,0.0017,0.9983,Comoros,Africa,Eastern Africa
680,1573,2005,500,0,588339,0,0,0,0,0,506,0,0,0,0,8790,1700,165,599835,600000,0.0008,0.0,0.9806,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0147,0.0028,0.0003,0.9997,Comoros,Africa,Eastern Africa
681,1574,2010,850,0,666746,0,0,0,0,0,599,0,0,0,0,9975,1658,133,679828,679961,0.0013,0.0,0.9806,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0147,0.0024,0.0002,0.9998,Comoros,Africa,Eastern Africa
682,1579,1990,351790,0,175000,2700,0,465960,2200,0,18000,0,0,0,13800,2100,26000,1450,1057550,1059000,0.3322,0.0,0.1653,0.0025,0.0,0.44,0.0021,0.0,0.017,0.0,0.0,0.0,0.013,0.002,0.0246,0.0014,0.9986,Mauritius,Africa,Eastern Africa
