index,Year,Christianity - Protestants (Population),Christianity - Roman Catholics (Population),Christianity - Eastern Orthodox (Population),Christianity - Anglican (Population),Christianity - Others (Population),Christianity - Total (Population),Judaism - Orthodox (Population),Judaism - Conservatives (Population),Judaism - Reform (Population),Judaism - Others (Population),Judaism - Total (Population),Islam - Sunni (Population),Islam - Shi'a (Population),Islam - Ibadhi (Population),Islam - Nation of Islam (Population),Islam - Alawite (Population),Islam - Ahmadiyya (Population),Islam - Others (Population),Islam - Total (Population),Buddhism - Mahayana (Population),Buddhism - Theravada (Population),Buddhism - Others (Population),Buddhism - Total (Population),Zoroastrian - Total (Population),Hindu - Total (Population),Sike - Total (Population),Shinto - Total (Population),Baha'i - Total (Population),Taoism - Total (Population),Confucianism - Total (Population),Jain - Total (Population),Syncretic Religions - Total (Population),Animist - Total (Population),Non Religious - Total (Population),Other Religions - Total (Population),Total Religious - Total (Population),Population - Total (Population),Christianity - Protestants (Percent),Christianity - Roman Catholics (Percent),Christianity - Eastern Orthodox (Percent),Christianity - Anglican (Percent),Christianity - Others (Percent),Christianity - Total (Percent),Judaism - Orthodox (Percent),Judaism - Conservatives (Percent),Judaism - Reform (Percent),Judaism - Others (Percent),Judaism - Total (Percent),Islam - Sunni (Percent),Islam - Shi'a (Percent),Islam - Ibadhi (Percent),Islam - Nation of Islam (Percent),Islam - Alawite (Percent),Islam - Ahmadiyya (Percent),Islam - Others (Percent),Islam - Total (Percent),Buddhism - Mahayana (Percent),Buddhism - Theravada (Percent),Buddhism - Others (Percent),Buddhism - Total (Percent),Zoroastrian - Total (Percent),Hindu - Total (Percent),Sike - Total (Percent),Shinto - Total (Percent),Baha'i - Total (Percent),Taoism - Total (Percent),Confucianism - Total (Percent),Jain - Total (Percent),Syncretic Religions - Total (Percent),Animist - Total (Percent),Non Religious - Total (Percent),Other Religions - Total (Percent),Total Religious - Total (Percent),StateNme
1092,2005,4493363,35865,9169,0,6548,4544945,0,0,0.0,7000,7000,200000,0,0,0,0,0,0.0,200000,0,0,4423,4423,0,0,0,0,0,0,0,0,0,0,471500,188132,5227868,5416000,0.8296,0.0066,0.0017,0.0,0.0012,0.8392,0.0,0.0,0.0,0.0013,0.0013,0.0369,0.0,0.0,0,0.0,0.0,0.0,0.0369,0.0,0.0,0.0008,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0871,0.0347,0.9653,Denmark
1093,2005,4493363,35865,9169,0,6548,4544945,0,0,0.0,7000,7000,200000,0,0,0,0,0,0.0,200000,0,0,4423,4423,0,0,0,0,0,0,0,0,0,0,471500,188132,5227868,5416000,0.8296,0.0066,0.0017,0.0,0.0012,0.8392,0.0,0.0,0.0,0.0013,0.0013,0.0369,0.0,0.0,0,0.0,0.0,0.0,0.0369,0.0,0.0,0.0008,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0871,0.0347,0.9653,Denmark
1094,2010,4481602,37964,799,0,6872,4527237,0,0,0.0,2153,2153,215000,7000,0,0,0,0,0.0,222000,0,0,4487,4487,0,206,0,0,349,0,0,0,0,619,560000,222583,5317051,5539634,0.809,0.0069,0.0001,0.0,0.0012,0.8172,0.0,0.0,0.0,0.0004,0.0004,0.0388,0.0013,0.0,0,0.0,0.0,0.0,0.0401,0.0,0.0,0.0008,0.0008,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.1011,0.0402,0.9598,Denmark
1095,2010,4481602,37964,799,0,6872,4527237,0,0,0.0,2153,2153,215000,7000,0,0,0,0,0.0,222000,0,0,4487,4487,0,206,0,0,349,0,0,0,0,619,560000,222583,5317051,5539634,0.809,0.0069,0.0001,0.0,0.0012,0.8172,0.0,0.0,0.0,0.0004,0.0004,0.0388,0.0013,0.0,0,0.0,0.0,0.0,0.0401,0.0,0.0,0.0008,0.0008,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.1011,0.0402,0.9598,Denmark
1096,1945,125130,176,0,0,1265,126571,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2326,103,128897,129000,0.97,0.0014,0.0,0.0,0.0098,0.9812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.0008,0.9992,Iceland
1097,1950,139140,400,0,0,1154,140694,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242,64,142936,143000,0.973,0.0028,0.0,0.0,0.0081,0.9839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0157,0.0004,0.9996,Iceland
1098,1955,153100,907,0,0,1671,155678,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2161,161,157839,158000,0.969,0.0057,0.0,0.0,0.0106,0.9853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0137,0.001,0.999,Iceland
1099,1960,170600,1413,0,0,1887,173900,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2080,20,175980,176000,0.9693,0.008,0.0,0.0,0.0107,0.9881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118,0.0001,0.9999,Iceland
1100,1965,184300,1920,0,0,2104,188324,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,1677,190323,192000,0.9599,0.01,0.0,0.0,0.011,0.9809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104,0.0087,0.9913,Iceland
1101,1970,195880,2006,0,0,2799,200685,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,60,0,0,300,0,0,0,0,100,2192,663,203337,204000,0.9602,0.0098,0.0,0.0,0.0137,0.9838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0005,0.0107,0.0033,0.9968,Iceland
1102,1975,209700,2092,0,0,3194,214986,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,80,0,0,350,0,0,0,0,165,2354,65,217935,218000,0.9619,0.0096,0.0,0.0,0.0147,0.9862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0008,0.0108,0.0003,0.9997,Iceland
1103,1980,218230,2178,0,0,4099,224507,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,100,0,0,400,0,0,0,0,230,2610,153,227847,228000,0.9571,0.0096,0.0,0.0,0.018,0.9847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.001,0.0114,0.0007,0.9993,Iceland
1104,1985,227020,2264,0,0,4716,234000,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,125,0,0,475,0,0,0,0,230,3049,3121,237879,241000,0.942,0.0094,0.0,0.0,0.0196,0.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.001,0.0127,0.013,0.987,Iceland
1105,1990,235110,2350,0,0,8609,246069,0,0,0.0,0,0,0,0,0,0,0,0,50.0,50,0,0,0,0,0,150,0,0,550,0,0,0,0,230,3529,4422,250578,255000,0.922,0.0092,0.0,0.0,0.0338,0.965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0009,0.0138,0.0173,0.9827,Iceland
1106,1995,244305,2670,0,0,10052,257027,0,0,0.0,0,0,0,0,0,0,0,0,221.0,221,0,0,0,0,0,440,0,0,537,0,0,0,0,245,3923,4607,262393,267000,0.915,0.01,0.0,0.0,0.0376,0.9626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0008,0.0008,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0009,0.0147,0.0173,0.9827,Iceland
1107,2000,260686,3883,0,0,3858,268427,0,0,0.0,0,0,0,0,0,0,0,0,135.0,135,0,0,455,455,0,0,0,0,398,0,0,0,0,355,6037,5193,275807,281000,0.9277,0.0138,0.0,0.0,0.0137,0.9553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0005,0.0005,0.0,0.0,0.0016,0.0016,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0013,0.0215,0.0185,0.9815,Iceland
1108,2005,267015,5834,418,0,4348,277615,0,0,0.0,0,0,0,0,0,0,0,0,321.0,321,0,0,597,597,0,0,0,0,379,0,0,0,0,886,7211,8991,287009,296000,0.9021,0.0197,0.0014,0.0,0.0147,0.9379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0011,0.0011,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.0013,0.0,0.0,0.0,0.0,0.003,0.0244,0.0304,0.9696,Iceland
1109,2010,275000,9647,709,0,4707,290063,0,0,0.0,0,0,0,0,0,0,0,0,1589.0,1589,0,0,1087,1087,0,0,0,0,396,0,0,0,0,1398,10309,11979,304842,316821,0.868,0.0304,0.0022,0.0,0.0149,0.9155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.005,0.005,0.0,0.0,0.0034,0.0034,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0044,0.0325,0.0378,0.9622,Iceland
1110,1975,7400,285000,0,0,100,292500,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,1975,2000,375,296625,297000,0.0249,0.9596,0.0,0.0,0.0003,0.9848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0066,0.0067,0.0013,0.9987,Cape Verde
1111,1980,8600,275280,0,0,5920,289800,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,2376,2200,1424,294576,296000,0.0291,0.93,0.0,0.0,0.02,0.9791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.008,0.0074,0.0048,0.9952,Cape Verde
1112,1985,9550,309690,0,0,6660,325900,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,2859,2400,1541,331459,333000,0.0287,0.93,0.0,0.0,0.02,0.9787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0086,0.0072,0.0046,0.9954,Cape Verde
1113,1990,10500,313520,0,0,3300,327320,0,0,0.0,0,0,0,0,0,0,0,0,7600.0,7600,0,0,0,0,0,0,0,0,0,0,0,0,0,3440,2600,40,340960,341000,0.0308,0.9194,0.0,0.0,0.0097,0.9599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0223,0.0223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0101,0.0076,0.0001,0.9999,Cape Verde
1114,1995,11000,354120,0,0,3500,368620,0,0,0.0,52,52,0,0,0,0,0,0,9828.0,9828,0,0,0,0,0,0,0,0,527,0,0,0,0,4000,2900,73,385927,386000,0.0285,0.9174,0.0,0.0,0.0091,0.955,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0255,0.0255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0104,0.0075,0.0002,0.9998,Cape Verde
1115,2000,12840,387859,0,0,5500,406199,0,0,0.0,55,55,0,0,0,0,0,0,11856.0,11856,0,0,0,0,0,0,0,0,650,0,0,0,0,4837,3454,949,427051,428000,0.03,0.9062,0.0,0.0,0.0129,0.9491,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0277,0.0277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0113,0.0081,0.0022,0.9978,Cape Verde
1116,2005,20985,411000,0,0,6421,438406,0,0,0.0,0,0,10200,1200,0,0,0,0,0.0,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8380,1814,458186,460000,0.0456,0.8935,0.0,0.0,0.014,0.9531,0.0,0.0,0.0,0.0,0.0,0.0222,0.0026,0.0,0,0.0,0.0,0.0,0.0248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0182,0.0039,0.9961,Cape Verde
1117,2010,21020,422000,0,0,7200,450220,0,0,0.0,0,0,14200,1000,0,0,0,0,0.0,15200,0,0,0,0,0,0,0,0,0,0,0,0,0,611,8500,469,474531,475000,0.0443,0.8884,0.0,0.0,0.0152,0.9478,0.0,0.0,0.0,0.0,0.0,0.0299,0.0021,0.0,0,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.0179,0.001,0.999,Cape Verde
1118,1975,1500,68920,0,0,6530,76950,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,2000,0,4000,79000,83000,0.0181,0.8304,0.0,0.0,0.0787,0.9271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0241,0.0,0.0482,0.9518,Sao Tome and Principe
1119,1980,2000,79000,0,0,10340,91340,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,1875,0,235,93765,94000,0.0213,0.8404,0.0,0.0,0.11,0.9717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059,0.0,0.0,0.0,0.0,0.0199,0.0,0.0025,0.9975,Sao Tome and Principe
1120,1985,3100,85680,0,0,10200,98980,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1050,0,0,0,0,1750,0,220,101780,102000,0.0304,0.84,0.0,0.0,0.1,0.9704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0103,0.0,0.0,0.0,0.0,0.0172,0.0,0.0022,0.9978,Sao Tome and Principe
1121,1990,4200,94300,0,0,11500,110000,0,0,0.0,0,0,0,0,0,0,0,0,50.0,50,0,0,0,0,0,0,0,0,2050,0,0,0,0,1500,900,500,114500,115000,0.0365,0.82,0.0,0.0,0.1,0.9565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0004,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0178,0.0,0.0,0.0,0.0,0.013,0.0078,0.0043,0.9957,Sao Tome and Principe
1122,1995,5775,97600,0,0,13420,116795,0,0,0.0,0,0,0,0,0,0,0,0,54.0,54,0,0,0,0,0,0,0,0,2774,0,0,0,0,925,1167,285,121715,122000,0.0473,0.8,0.0,0.0,0.11,0.9573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0004,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0227,0.0,0.0,0.0,0.0,0.0076,0.0096,0.0023,0.9977,Sao Tome and Principe
1123,2000,9790,103842,0,0,16000,129632,0,0,0.0,0,0,0,0,0,0,0,0,58.0,58,0,0,0,0,0,0,0,0,3500,0,0,0,0,1350,4450,8010,138990,147000,0.0666,0.7064,0.0,0.0,0.1088,0.8819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0004,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0092,0.0303,0.0545,0.9455,Sao Tome and Principe
1124,2005,13040,119530,0,0,6500,139070,0,0,0.0,0,0,0,0,0,0,0,0,1250.0,1250,0,0,0,0,0,0,0,0,3688,0,0,0,0,869,3235,888,148112,149000,0.0875,0.8022,0.0,0.0,0.0436,0.9334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0084,0.0084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0248,0.0,0.0,0.0,0.0,0.0058,0.0217,0.006,0.994,Sao Tome and Principe
1125,2010,16291,135219,0,0,2300,153810,0,0,0.0,0,0,0,0,0,0,0,0,2443.0,2443,0,0,0,0,0,0,0,0,3877,0,0,0,0,389,2020,376,162539,162915,0.1,0.83,0.0,0.0,0.0141,0.9441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.015,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0024,0.0124,0.0023,0.9977,Sao Tome and Principe
1126,1975,2440,59546,0,200,4514,66700,0,0,0.0,0,0,0,0,0,0,0,0,190100.0,190100,0,0,0,0,0,0,0,0,52,0,0,0,0,370000,0,148,626852,627000,0.0039,0.095,0.0,0.0003,0.0072,0.1064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3032,0.3032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.5901,0.0,0.0002,0.9998,Guinea-Bissau
1127,1980,3200,85910,0,240,7810,97160,0,0,0.0,0,0,0,0,0,0,0,0,249920.0,249920,0,0,0,0,0,0,0,0,90,0,0,0,0,429550,900,3380,777620,781000,0.0041,0.11,0.0,0.0003,0.01,0.1244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.55,0.0012,0.0043,0.9957,Guinea-Bissau
1128,1985,5100,98955,0,245,8670,112970,0,0,0.0,0,0,0,0,0,0,0,0,286770.0,286770,0,0,0,0,0,0,0,0,155,0,0,0,0,460370,8690,45,868955,869000,0.0059,0.1139,0.0,0.0003,0.01,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.5298,0.01,0.0001,0.9999,Guinea-Bissau
1129,1990,7000,102000,0,250,6070,115320,0,0,0.0,0,0,0,0,0,0,0,0,318120.0,318120,0,0,0,0,0,0,0,0,220,0,0,0,0,510920,13600,5820,958180,964000,0.0073,0.1058,0.0,0.0003,0.0063,0.1196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.53,0.0141,0.006,0.994,Guinea-Bissau
1130,1995,9565,116650,0,255,16084,142554,0,0,0.0,0,0,0,0,0,0,0,0,374150.0,374150,0,0,0,0,0,0,0,0,216,0,0,0,0,534500,14628,2952,1066048,1069000,0.0089,0.1091,0.0,0.0002,0.015,0.1334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.5,0.0137,0.0028,0.9972,Guinea-Bissau
1131,2000,10500,120000,0,0,15000,145500,0,0,0.0,0,0,495000,10200,0,0,0,0,0.0,505200,0,0,0,0,0,0,0,0,213,0,0,0,0,545850,15657,580,1212420,1213000,0.0087,0.0989,0.0,0.0,0.0124,0.12,0.0,0.0,0.0,0.0,0.0,0.4081,0.0084,0.0,0,0.0,0.0,0.0,0.4165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.45,0.0129,0.0005,0.9995,Guinea-Bissau
1132,2005,12411,124112,0,0,22343,158866,0,0,0.0,0,0,545781,11138,0,0,0,0,0.0,556919,0,0,0,0,0,0,0,0,251,0,0,0,0,583440,19200,7324,1318676,1326000,0.0094,0.0936,0.0,0.0,0.0168,0.1198,0.0,0.0,0.0,0.0,0.0,0.4116,0.0084,0.0,0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.44,0.0145,0.0055,0.9945,Guinea-Bissau
1133,2010,12119,126500,0,229,22000,160848,0,0,0.0,0,0,575000,14777,0,0,0,0,0.0,589777,0,0,0,0,0,0,0,0,260,0,0,0,0,702000,24000,899,1476885,1477784,0.0082,0.0856,0.0,0.0002,0.0149,0.1088,0.0,0.0,0.0,0.0,0.0,0.3891,0.01,0.0,0,0.0,0.0,0.0,0.3991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.475,0.0162,0.0006,0.9994,Guinea-Bissau
1134,1970,14899,230712,0,0,11297,256908,0,0,0.0,0,0,0,0,0,0,0,0,1301.0,1301,0,0,0,0,0,0,0,0,701,0,0,0,0,19253,12810,27,290973,291000,0.0512,0.7928,0.0,0.0,0.0388,0.8828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0045,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,0.0662,0.044,0.0001,0.9999,Equatorial Guinea
1135,1975,14949,182250,0,0,0,197199,0,0,0.0,0,0,0,0,0,0,0,0,1425.0,1425,0,0,0,0,0,0,0,0,800,0,0,0,0,17446,6000,2130,222870,225000,0.0664,0.81,0.0,0.0,0.0,0.8764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0063,0.0063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.0,0.0775,0.0267,0.0095,0.9905,Equatorial Guinea
1136,1980,15000,175770,0,0,0,190770,0,0,0.0,0,0,0,0,0,0,0,0,1550.0,1550,0,0,0,0,0,0,0,0,900,0,0,0,0,15600,7500,680,216320,217000,0.0691,0.81,0.0,0.0,0.0,0.8791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0071,0.0071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.0,0.0,0.0,0.0,0.0719,0.0346,0.0031,0.9969,Equatorial Guinea
1137,1985,15050,269520,0,0,0,284570,0,0,0.0,0,0,0,0,0,0,0,0,4255.0,4255,0,0,0,0,0,0,0,0,1150,0,0,0,0,12300,6240,3485,308515,312000,0.0482,0.8638,0.0,0.0,0.0,0.9121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0136,0.0136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0,0.0,0.0,0.0,0.0394,0.02,0.0112,0.9888,Equatorial Guinea
1138,1990,15100,303500,0,0,0,318600,0,0,0.0,0,0,0,0,0,0,0,0,6960.0,6960,0,0,0,0,0,150,0,0,1400,0,0,0,0,9000,11000,890,347110,348000,0.0434,0.8721,0.0,0.0,0.0,0.9155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0259,0.0316,0.0026,0.9974,Equatorial Guinea
1139,1995,9815,329730,0,0,0,339545,0,0,0.0,0,0,0,0,0,0,0,0,11653.0,11653,0,0,0,0,0,188,0,0,1862,0,0,0,0,9166,11370,5216,373784,379000,0.0259,0.87,0.0,0.0,0.0,0.8959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0307,0.0307,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0049,0.0,0.0,0.0,0.0,0.0242,0.03,0.0138,0.9862,Equatorial Guinea
1140,2000,4530,390000,0,0,0,394530,0,0,0.0,0,0,18700,0,0,0,0,0,0.0,18700,0,0,0,0,0,227,0,0,2324,0,0,0,0,22650,14500,69,452931,453000,0.01,0.8609,0.0,0.0,0.0,0.8709,0.0,0.0,0.0,0.0,0.0,0.0413,0.0,0.0,0,0.0,0.0,0.0,0.0413,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0051,0.0,0.0,0.0,0.0,0.05,0.032,0.0002,0.9998,Equatorial Guinea
1141,2005,27405,499380,0,0,0,526785,0,0,0.0,0,0,24665,0,0,0,0,0,0.0,24665,0,0,0,0,0,305,0,0,3124,0,0,0,0,30450,18000,5671,603329,609000,0.045,0.82,0.0,0.0,0.0,0.865,0.0,0.0,0.0,0.0,0.0,0.0405,0.0,0.0,0,0.0,0.0,0.0,0.0405,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0051,0.0,0.0,0.0,0.0,0.05,0.0296,0.0093,0.9907,Equatorial Guinea
1142,2010,34914,588000,0,0,0,622914,0,0,0.0,0,0,27500,0,0,0,0,0,0.0,27500,0,0,0,0,0,349,0,0,3575,0,0,0,0,12011,24000,7946,690349,698295,0.05,0.8421,0.0,0.0,0.0,0.892,0.0,0.0,0.0,0.0,0.0,0.0394,0.0,0.0,0,0.0,0.0,0.0,0.0394,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0051,0.0,0.0,0.0,0.0,0.0172,0.0344,0.0114,0.9886,Equatorial Guinea
