,year,country,gdp,un_region,hdi,conflict_present,religion,relig_pop
4654,2010,Barbados,5672900000.0,Latin America and the Caribbean,0.792,0.0,Shinto,0
4655,1990,Dominica,201429629.62963,Latin America and the Caribbean,0.721,0.0,Shinto,0
4656,1995,Dominica,274522222.222222,Latin America and the Caribbean,0.0,0.0,Shinto,0
4657,2000,Dominica,333470370.37037,Latin America and the Caribbean,0.721,0.0,Shinto,0
4658,2005,Dominica,391455555.555556,Latin America and the Caribbean,0.0,0.0,Shinto,0
4659,2010,Dominica,519859259.259259,Latin America and the Caribbean,0.735,0.0,Shinto,0
4660,1990,Grenada,278098762.962963,Latin America and the Caribbean,0.779,0.0,Shinto,0
4661,1995,Grenada,342172518.518519,Latin America and the Caribbean,0.0,0.0,Shinto,0
4662,2000,Grenada,520044370.37037,Latin America and the Caribbean,0.779,0.0,Shinto,0
4663,2005,Grenada,695555555.555555,Latin America and the Caribbean,0.0,0.0,Shinto,0
4664,2010,Grenada,771014814.814815,Latin America and the Caribbean,0.779,0.0,Shinto,0
4665,1990,Saint Lucia,579629629.62963,Latin America and the Caribbean,0.666,0.0,Shinto,0
4666,1995,Saint Lucia,762962962.962963,Latin America and the Caribbean,0.0,0.0,Shinto,0
4667,2000,Saint Lucia,932592592.592592,Latin America and the Caribbean,0.692,0.0,Shinto,0
4668,2005,Saint Lucia,1135555555.55556,Latin America and the Caribbean,0.0,0.0,Shinto,0
4669,2010,Saint Lucia,1482385185.18519,Latin America and the Caribbean,0.731,0.0,Shinto,0
4670,1990,Saint Vincent And The Grenadines,240366666.666667,Latin America and the Caribbean,0.691,0.0,Shinto,0
4671,1995,Saint Vincent And The Grenadines,316007407.407407,Latin America and the Caribbean,0.0,0.0,Shinto,0
4672,2000,Saint Vincent And The Grenadines,427946037.037037,Latin America and the Caribbean,0.691,0.0,Shinto,0
4673,2005,Saint Vincent And The Grenadines,579948925.925926,Latin America and the Caribbean,0.0,0.0,Shinto,0
4674,2010,Saint Vincent And The Grenadines,720447888.888889,Latin America and the Caribbean,0.756,0.0,Shinto,0
4675,1990,Antigua And Barbuda,478718518.518519,Latin America and the Caribbean,0.808,0.0,Shinto,0
4676,1995,Antigua And Barbuda,616051851.851852,Latin America and the Caribbean,0.0,0.0,Shinto,0
4677,2000,Antigua And Barbuda,901003703.703704,Latin America and the Caribbean,0.808,0.0,Shinto,0
4678,2005,Antigua And Barbuda,1143896296.2963,Latin America and the Caribbean,0.0,0.0,Shinto,0
4679,2010,Antigua And Barbuda,1298348148.14815,Latin America and the Caribbean,0.808,0.0,Shinto,0
4680,1990,Saint Kitts And Nevis,217259259.259259,Latin America and the Caribbean,0.79,0.0,Shinto,0
4681,1995,Saint Kitts And Nevis,313485185.185185,Latin America and the Caribbean,0.0,0.0,Shinto,0
4682,2000,Saint Kitts And Nevis,421695769.843918,Latin America and the Caribbean,0.79,0.0,Shinto,0
4683,2005,Saint Kitts And Nevis,547203703.703704,Latin America and the Caribbean,0.0,0.0,Shinto,0
4684,2010,Saint Kitts And Nevis,778718518.518518,Latin America and the Caribbean,0.79,0.0,Shinto,0
4685,1990,Mexico,261253675692.838,Latin America and the Caribbean,0.666,0.0,Shinto,0
4686,1995,Mexico,380157469866.849,Latin America and the Caribbean,0.0,0.0,Shinto,0
4687,2000,Mexico,742061329749.127,Latin America and the Caribbean,0.709,0.0,Shinto,0
4688,2005,Mexico,917571853529.104,Latin America and the Caribbean,0.0,0.0,Shinto,0
4689,2010,Mexico,1105424238731.09,Latin America and the Caribbean,0.747,0.0,Shinto,0
4690,1990,Belize,546750912.28848,Latin America and the Caribbean,0.609,0.0,Shinto,0
4691,1995,Belize,818590250.0,Latin America and the Caribbean,0.0,0.0,Shinto,0
4692,2000,Belize,1138138100.0,Latin America and the Caribbean,0.657,0.0,Shinto,0
4693,2005,Belize,1474298400.0,Latin America and the Caribbean,0.0,0.0,Shinto,0
4694,2010,Belize,1748988400.0,Latin America and the Caribbean,0.72,0.0,Shinto,0
4695,1990,Guatemala,7650196845.21546,Latin America and the Caribbean,0.49,1.0,Shinto,0
4696,1995,Guatemala,14655404433.2771,Latin America and the Caribbean,0.0,1.0,Shinto,0
4697,2000,Guatemala,19288929030.0508,Latin America and the Caribbean,0.551,0.0,Shinto,0
4698,2005,Guatemala,26783389293.922,Latin America and the Caribbean,0.0,0.0,Shinto,0
4699,2010,Guatemala,40676578423.4871,Latin America and the Caribbean,0.613,0.0,Shinto,0
4700,1990,Honduras,3734460116.73152,Latin America and the Caribbean,0.513,0.0,Shinto,0
4701,1995,Honduras,4672346193.95203,Latin America and the Caribbean,0.0,0.0,Shinto,0
4702,2000,Honduras,7186638029.05875,Latin America and the Caribbean,0.553,0.0,Shinto,0
4703,2005,Honduras,9757012696.56212,Latin America and the Caribbean,0.0,0.0,Shinto,0
4704,2010,Honduras,15839344591.9842,Latin America and the Caribbean,0.596,0.0,Shinto,0
4705,1990,El Salvador,4817542204.0,Latin America and the Caribbean,0.519,1.0,Shinto,0
4706,1995,El Salvador,8921947100.0,Latin America and the Caribbean,0.0,0.0,Shinto,0
4707,2000,El Salvador,11784927700.0,Latin America and the Caribbean,0.609,0.0,Shinto,0
4708,2005,El Salvador,14698000000.0,Latin America and the Caribbean,0.0,0.0,Shinto,0
4709,2010,El Salvador,18447920000.0,Latin America and the Caribbean,0.657,0.0,Shinto,0
4710,1990,Nicaragua,1009455483.87097,Latin America and the Caribbean,0.487,0.0,Shinto,0
4711,1995,Nicaragua,4140470000.0,Latin America and the Caribbean,0.0,0.0,Shinto,0
4712,2000,Nicaragua,5109587049.97449,Latin America and the Caribbean,0.563,0.0,Shinto,0
4713,2005,Nicaragua,6321324279.14826,Latin America and the Caribbean,0.0,0.0,Shinto,0
4714,2010,Nicaragua,8758602232.98358,Latin America and the Caribbean,0.611,0.0,Shinto,0
4715,1990,Costa Rica,5711687786.75989,Latin America and the Caribbean,0.659,0.0,Shinto,0
4716,1995,Costa Rica,11578594259.8675,Latin America and the Caribbean,0.0,0.0,Shinto,0
4717,2000,Costa Rica,15013629661.8969,Latin America and the Caribbean,0.709,0.0,Shinto,0
4718,2005,Costa Rica,20040642476.9817,Latin America and the Caribbean,0.0,0.0,Shinto,0
4719,2010,Costa Rica,37658616951.8038,Latin America and the Caribbean,0.769,0.0,Shinto,0
4720,1990,Panama,6433967000.0,Latin America and the Caribbean,0.672,0.0,Shinto,0
4721,1995,Panama,9573813700.0,Latin America and the Caribbean,0.0,0.0,Shinto,0
4722,2000,Panama,11966497048.6488,Latin America and the Caribbean,0.722,0.0,Shinto,0
4723,2005,Panama,16623906739.3121,Latin America and the Caribbean,0.0,0.0,Shinto,0
4724,2010,Panama,30231009532.9507,Latin America and the Caribbean,0.775,0.0,Shinto,0
4725,1990,Colombia,47844090709.9908,Latin America and the Caribbean,0.614,1.0,Shinto,0
4726,1995,Colombia,92507279383.0387,Latin America and the Caribbean,0.0,1.0,Shinto,0
4727,2000,Colombia,99875074951.0278,Latin America and the Caribbean,0.672,1.0,Shinto,0
4728,2005,Colombia,145600529605.803,Latin America and the Caribbean,0.0,1.0,Shinto,0
4729,2010,Colombia,286498534094.963,Latin America and the Caribbean,0.732,1.0,Shinto,0
4730,1990,Venezuela (Bolivarian Republic Of),48606952194.7752,Latin America and the Caribbean,0.657,0.0,Shinto,0
4731,1995,Venezuela (Bolivarian Republic Of),77389487770.0883,Latin America and the Caribbean,0.0,0.0,Shinto,0
4732,2000,Venezuela (Bolivarian Republic Of),117146466002.661,Latin America and the Caribbean,0.699,0.0,Shinto,0
4733,2005,Venezuela (Bolivarian Republic Of),145513489651.872,Latin America and the Caribbean,0.0,0.0,Shinto,0
4734,2010,Venezuela (Bolivarian Republic Of),393192354510.653,Latin America and the Caribbean,0.759,0.0,Shinto,0
4735,1990,Guyana,396582263.291139,Latin America and the Caribbean,0.496,0.0,Shinto,0
4736,1995,Guyana,621626785.915493,Latin America and the Caribbean,0.0,0.0,Shinto,0
4737,2000,Guyana,712667896.727512,Latin America and the Caribbean,0.57,0.0,Shinto,0
4738,2005,Guyana,824880550.343965,Latin America and the Caribbean,0.0,0.0,Shinto,0
4739,2010,Guyana,3432912516.92427,Latin America and the Caribbean,0.65,0.0,Shinto,0
4740,1990,Suriname,388400000.0,Latin America and the Caribbean,0.696,0.0,Shinto,0
4741,1995,Suriname,691590497.737557,Latin America and the Caribbean,0.0,0.0,Shinto,0
4742,2000,Suriname,947671969.69697,Latin America and the Caribbean,0.696,0.0,Shinto,0
4743,2005,Suriname,1793410397.38738,Latin America and the Caribbean,0.0,0.0,Shinto,0
4744,2010,Suriname,4368370997.92126,Latin America and the Caribbean,0.696,0.0,Shinto,0
4745,1990,Ecuador,15239272611.5809,Latin America and the Caribbean,0.645,0.0,Shinto,0
4746,1995,Ecuador,24432884442.2211,Latin America and the Caribbean,0.0,1.0,Shinto,0
4747,2000,Ecuador,17539454727.3637,Latin America and the Caribbean,0.684,0.0,Shinto,0
4748,2005,Ecuador,40278849000.0,Latin America and the Caribbean,0.0,0.0,Shinto,0
4749,2010,Ecuador,68151329000.0,Latin America and the Caribbean,0.736,0.0,Shinto,0
4750,1990,Peru,26410386962.8019,Latin America and the Caribbean,0.62,1.0,Shinto,0
4751,1995,Peru,53312793687.3836,Latin America and the Caribbean,0.0,1.0,Shinto,0
4752,2000,Peru,51744749133.213,Latin America and the Caribbean,0.675,0.0,Shinto,0
4753,2005,Peru,76060606060.6061,Latin America and the Caribbean,0.0,0.0,Shinto,0
4754,2010,Peru,147527631520.729,Latin America and the Caribbean,0.725,0.0,Shinto,0
4755,1990,Brazil,390725626002.866,Latin America and the Caribbean,0.62,0.0,Shinto,2000
4756,1995,Brazil,769333330411.575,Latin America and the Caribbean,0.0,0.0,Shinto,2701
4757,2000,Brazil,655448188259.351,Latin America and the Caribbean,0.668,0.0,Shinto,105000
4758,2005,Brazil,891633826625.407,Latin America and the Caribbean,0.0,0.0,Shinto,130475
4759,2010,Brazil,2208838108484.35,Latin America and the Caribbean,0.722,0.0,Shinto,155951
4760,1990,Bolivia (Plurinational State Of),,Latin America and the Caribbean,0.546,0.0,Shinto,0
4761,1995,Bolivia (Plurinational State Of),,Latin America and the Caribbean,0.0,0.0,Shinto,0
4762,2000,Bolivia (Plurinational State Of),,Latin America and the Caribbean,0.625,0.0,Shinto,0
4763,2005,Bolivia (Plurinational State Of),,Latin America and the Caribbean,0.0,0.0,Shinto,0
4764,2010,Bolivia (Plurinational State Of),,Latin America and the Caribbean,0.661,0.0,Shinto,0
4765,1990,Paraguay,5812114523.01187,Latin America and the Caribbean,0.604,0.0,Shinto,0
4766,1995,Paraguay,9062131475.02318,Latin America and the Caribbean,0.0,0.0,Shinto,0
4767,2000,Paraguay,8855705139.55857,Latin America and the Caribbean,0.656,0.0,Shinto,0
4768,2005,Paraguay,10737500188.1123,Latin America and the Caribbean,0.0,0.0,Shinto,0
4769,2010,Paraguay,27260886405.2341,Latin America and the Caribbean,0.7,0.0,Shinto,0
4770,1990,Chile,33428580448.2715,Latin America and the Caribbean,0.705,0.0,Shinto,0
4771,1995,Chile,73820425701.6603,Latin America and the Caribbean,0.0,0.0,Shinto,0
4772,2000,Chile,78339750721.364,Latin America and the Caribbean,0.763,0.0,Shinto,0
4773,2005,Chile,122294145163.192,Latin America and the Caribbean,0.0,0.0,Shinto,0
4774,2010,Chile,217051209238.534,Latin America and the Caribbean,0.813,0.0,Shinto,0
4775,1990,Argentina,141352654305.163,Latin America and the Caribbean,0.724,0.0,Shinto,0
4776,1995,Argentina,258031750000.0,Latin America and the Caribbean,0.0,0.0,Shinto,0
4777,2000,Argentina,284203750000.0,Latin America and the Caribbean,0.78,0.0,Shinto,0
4778,2005,Argentina,198737095012.282,Latin America and the Caribbean,0.0,0.0,Shinto,0
4779,2010,Argentina,423627422092.49,Latin America and the Caribbean,0.834,0.0,Shinto,0
4780,1990,Uruguay,9298807850.29979,Latin America and the Caribbean,0.702,0.0,Shinto,0
4781,1995,Uruguay,19297663096.5506,Latin America and the Caribbean,0.0,0.0,Shinto,0
4782,2000,Uruguay,22823270892.1094,Latin America and the Caribbean,0.754,0.0,Shinto,0
4783,2005,Uruguay,17362857683.8545,Latin America and the Caribbean,0.0,0.0,Shinto,0
4784,2010,Uruguay,41950361211.9581,Latin America and the Caribbean,0.785,0.0,Shinto,0
4785,1990,United Kingdom,1093169389204.55,Europe,0.804,1.0,Shinto,0
4786,1995,United Kingdom,1349094208616.06,Europe,0.0,0.0,Shinto,0
4787,2000,United Kingdom,1671597821152.97,Europe,0.863,0.0,Shinto,0
4788,2005,United Kingdom,2551361818181.82,Europe,0.0,0.0,Shinto,0
4789,2010,United Kingdom,2496740681057.14,Europe,0.913,0.0,Shinto,0
4790,1990,Ireland,49305632408.4929,Europe,0.743,0.0,Shinto,0
4791,1995,Ireland,69139823232.3232,Europe,0.0,0.0,Shinto,0
4792,2000,Ireland,100207610429.909,Europe,0.851,0.0,Shinto,0
4793,2005,Ireland,211876989655.907,Europe,0.0,0.0,Shinto,0
4794,2010,Ireland,221732824603.484,Europe,0.908,0.0,Shinto,0
4795,1990,Netherlands,318799003993.707,Europe,0.847,0.0,Shinto,0
4796,1995,Netherlands,452967334614.329,Europe,0.0,0.0,Shinto,0
4797,2000,Netherlands,417649282153.726,Europe,0.892,0.0,Shinto,0
4798,2005,Netherlands,688133699635.797,Europe,0.0,0.0,Shinto,0
4799,2010,Netherlands,852464982433.335,Europe,0.917,0.0,Shinto,0
4800,1990,Belgium,205331747947.851,Europe,0.814,0.0,Shinto,0
4801,1995,Belgium,288025588396.278,Europe,0.0,0.0,Shinto,0
4802,2000,Belgium,236792460312.471,Europe,0.884,0.0,Shinto,0
4803,2005,Belgium,385714762230.039,Europe,0.0,0.0,Shinto,0
4804,2010,Belgium,481556503720.001,Europe,0.913,0.0,Shinto,0
4805,1990,Luxembourg,12778792853.6939,Europe,0.793,0.0,Shinto,0
4806,1995,Luxembourg,20853093869.7318,Europe,0.0,0.0,Shinto,0
4807,2000,Luxembourg,21230182989.3036,Europe,0.864,0.0,Shinto,0
4808,2005,Luxembourg,37672280120.4794,Europe,0.0,0.0,Shinto,0
4809,2010,Luxembourg,56213985987.4168,Europe,0.912,0.0,Shinto,0
4810,1990,France,1257649439826.53,Europe,0.79,0.0,Shinto,0
4811,1995,France,1595219345511.89,Europe,0.0,0.0,Shinto,0
4812,2000,France,1360959069477.49,Europe,0.844,0.0,Shinto,0
4813,2005,France,2192146403028.17,Europe,0.0,0.0,Shinto,0
4814,2010,France,2646230027988.34,Europe,0.88,0.0,Shinto,0
4815,1995,Monaco,3130309995.30848,Europe,0.0,0.0,Shinto,0
4816,2000,Monaco,2654462665.26893,Europe,0.8035476190476191,0.0,Shinto,0
4817,2005,Monaco,4204652898.73103,Europe,0.0,0.0,Shinto,0
4818,2010,Monaco,5367561569.59548,Europe,0.8553333333333333,0.0,Shinto,0
4819,1990,Liechtenstein,1421509216.37424,Europe,0.871,0.0,Shinto,0
4820,1995,Liechtenstein,2428525060.69927,Europe,0.0,0.0,Shinto,0
4821,2000,Liechtenstein,2483889858.32312,Europe,0.871,0.0,Shinto,0
4822,2005,Liechtenstein,3659319116.88057,Europe,0.0,0.0,Shinto,0
4823,2010,Liechtenstein,5082337238.44718,Europe,0.916,0.0,Shinto,0
4824,1990,Switzerland,265763573999.424,Europe,0.85,0.0,Shinto,0
4825,1995,Switzerland,352835806342.495,Europe,0.0,0.0,Shinto,0
4826,2000,Switzerland,279216033870.204,Europe,0.885,0.0,Shinto,0
4827,2005,Switzerland,418284865884.998,Europe,0.0,0.0,Shinto,0
4828,2010,Switzerland,598851028906.58,Europe,0.94,0.0,Shinto,0
4829,1990,Spain,536175326477.31,Europe,0.762,0.0,Shinto,0
4830,1995,Spain,614170002668.802,Europe,0.0,0.0,Shinto,0
4831,2000,Spain,598102854756.08,Europe,0.828,0.0,Shinto,0
4832,2005,Spain,1154667551775.88,Europe,0.0,0.0,Shinto,0
4833,2010,Spain,1427989078916.67,Europe,0.868,0.0,Shinto,0
4834,1995,Andorra,1178745282.8678,Europe,0.0,0.0,Shinto,0
4835,2000,Andorra,1432606296.26722,Europe,0.815,0.0,Shinto,0
4836,2005,Andorra,3161084846.97686,Europe,0.0,0.0,Shinto,0
4837,2010,Andorra,3449925693.58181,Europe,0.863,0.0,Shinto,0
4838,1990,Portugal,78713860216.5659,Europe,0.703,0.0,Shinto,0
4839,1995,Portugal,118122007430.012,Europe,0.0,0.0,Shinto,0
4840,2000,Portugal,118605192877.388,Europe,0.793,0.0,Shinto,0
4841,2005,Portugal,197253876704.921,Europe,0.0,0.0,Shinto,0
4842,2010,Portugal,238443864993.217,Europe,0.831,0.0,Shinto,0
4843,1990,Germany,1778162195860.07,Europe,0.828,0.0,Shinto,0
4844,1995,Germany,2593053091306.13,Europe,0.0,0.0,Shinto,0
4845,2000,Germany,1966980701145.1,Europe,0.89,0.0,Shinto,0
4846,2005,Germany,2893393187361.87,Europe,0.0,0.0,Shinto,0
4847,2010,Germany,3467093769666.67,Europe,0.929,0.0,Shinto,0
4848,1990,Germany,1778162195860.07,Europe,0.828,0.0,Shinto,0
4849,1990,Poland,65977748210.5263,Europe,0.715,0.0,Shinto,0
4850,1995,Poland,142838527115.448,Europe,0.0,0.0,Shinto,0
4851,2000,Poland,172953527033.013,Europe,0.794,0.0,Shinto,0
4852,2005,Poland,306999913150.525,Europe,0.0,0.0,Shinto,0
4853,2010,Poland,478111630683.514,Europe,0.845,0.0,Shinto,0
4854,1990,Austria,165811372382.912,Europe,0.823,0.0,Shinto,0
4855,1995,Austria,240094169510.031,Europe,0.0,0.0,Shinto,0
4856,2000,Austria,196181599831.287,Europe,0.87,0.0,Shinto,0
4857,2005,Austria,313952317330.776,Europe,0.0,0.0,Shinto,0
4858,2010,Austria,389827789217.634,Europe,0.903,0.0,Shinto,0
4859,1990,Hungary,34478360678.756,Europe,0.721,0.0,Shinto,0
4860,1995,Hungary,46577614588.9926,Europe,0.0,0.0,Shinto,0
4861,2000,Hungary,47275954428.9586,Europe,0.773,0.0,Shinto,0
4862,2005,Hungary,113098237570.929,Europe,0.0,0.0,Shinto,0
4863,2010,Hungary,131898737241.166,Europe,0.829,0.0,Shinto,0
4864,1990,Slovakia,12915046978.1615,Europe,0.761,0.0,Shinto,0
4865,1995,Czechia,60572381311.2283,Europe,0.0,0.0,Shinto,0
4866,2000,Czechia,62175642238.0847,Europe,0.81,0.0,Shinto,0
4867,2005,Czechia,137264185596.1,Europe,0.0,0.0,Shinto,0
4868,2010,Czechia,211168667286.27,Europe,0.872,0.0,Shinto,0
4869,1995,Slovakia,26180022222.2222,Europe,0.0,0.0,Shinto,0
4870,2000,Slovakia,29215726004.7765,Europe,0.761,0.0,Shinto,0
4871,2005,Slovakia,62547753148.4638,Europe,0.0,0.0,Shinto,0
4872,2010,Slovakia,91112160800.7668,Europe,0.841,0.0,Shinto,0
4873,1990,Italy,1183945130898.51,Europe,0.78,0.0,Shinto,0
4874,1995,Italy,1177369428265.78,Europe,0.0,0.0,Shinto,0
4875,2000,Italy,1149661363439.38,Europe,0.842,0.0,Shinto,0
4876,2005,Italy,1864982261286.85,Europe,0.0,0.0,Shinto,0
4877,2010,Italy,2144936254535.0,Europe,0.88,0.0,Shinto,0
4878,1995,San Marino,0.0,Europe,0.0,0.0,Shinto,0
4879,2000,San Marino,1007661366.66959,Europe,0.875,0.0,Shinto,0
4880,2005,San Marino,1786514058.22344,Europe,0.0,0.0,Shinto,0
4881,2010,San Marino,1881191925.32503,Europe,0.901,0.0,Shinto,0
4882,1990,Malta,2547328747.50761,Europe,0.726,0.0,Shinto,0
4883,1995,Malta,3709396044.85885,Europe,0.0,0.0,Shinto,0
4884,2000,Malta,4036809815.46617,Europe,0.779,0.0,Shinto,0
4885,2005,Malta,6393234992.55141,Europe,0.0,0.0,Shinto,0
4886,2010,Malta,9097044159.26912,Europe,0.862,0.0,Shinto,0
4887,1990,Albania,2028553750.0,Europe,0.649,0.0,Shinto,0
4888,1995,Albania,2905092798.61916,Europe,0.0,0.0,Shinto,0
4889,2000,Albania,3584570164.85195,Europe,0.678,0.0,Shinto,0
4890,2005,Albania,8256658249.8128,Europe,0.0,0.0,Shinto,0
4891,2010,Albania,12086545641.299,Europe,0.766,0.0,Shinto,0
4892,2010,Montenegro,4136936189.28052,Europe,0.806,0.0,Shinto,0
4893,1995,The Former Yugoslav Republic Of Macedonia,4707041315.24202,Europe,0.0,0.0,Shinto,0
4894,2000,The Former Yugoslav Republic Of Macedonia,3772859034.20508,Europe,0.676,0.0,Shinto,0
4895,2005,The Former Yugoslav Republic Of Macedonia,6258602872.67898,Europe,0.0,0.0,Shinto,0
4896,2010,The Former Yugoslav Republic Of Macedonia,9407170321.37752,Europe,0.746,0.0,Shinto,0
4897,1995,Croatia,22772394546.6058,Europe,0.0,1.0,Shinto,0
4898,2000,Croatia,22134411297.473,Europe,0.764,0.0,Shinto,0
4899,2005,Croatia,45013119281.806,Europe,0.0,0.0,Shinto,0
4900,2010,Croatia,58975205417.3439,Europe,0.824,0.0,Shinto,0
4901,1990,Serbia,0.0,Europe,0.689,0.0,Shinto,0
4902,1995,Serbia,17921892655.3672,Europe,0.0,0.0,Shinto,0
4903,2000,Serbia,7326373882.11044,Europe,0.689,0.0,Shinto,0
4904,2005,Serbia,28334256180.8801,Europe,0.0,0.0,Shinto,0
4905,2010,Serbia,43536629233.1424,Europe,0.768,0.0,Shinto,0
4906,1995,Bosnia And Herzegovina,1866572953.73665,Europe,0.0,1.0,Shinto,0
4907,2000,Bosnia And Herzegovina,5567772768.81188,Europe,0.656,0.0,Shinto,0
4908,2005,Bosnia And Herzegovina,11222796336.5426,Europe,0.0,0.0,Shinto,0
4909,2010,Bosnia And Herzegovina,17176315803.7298,Europe,0.718,0.0,Shinto,0
4910,1995,Slovenia,21367422159.3207,Europe,0.0,0.0,Shinto,0
4911,2000,Slovenia,20159190701.6789,Europe,0.823,0.0,Shinto,0
4912,2005,Slovenia,35947936823.7781,Europe,0.0,0.0,Shinto,0
4913,2010,Slovenia,47793117240.9001,Europe,0.89,0.0,Shinto,0
4914,1990,Greece,96529587274.2906,Europe,0.762,0.0,Shinto,0
4915,1995,Greece,134974613913.811,Europe,0.0,0.0,Shinto,0
4916,2000,Greece,125760166224.805,Europe,0.818,0.0,Shinto,0
4917,2005,Greece,242315668619.405,Europe,0.0,0.0,Shinto,0
4918,2010,Greece,296417644404.034,Europe,0.874,0.0,Shinto,0
4919,1990,Cyprus,5591130217.66965,Asia,0.733,0.0,Shinto,0
4920,1995,Cyprus,9933137128.07244,Asia,0.0,0.0,Shinto,0
4921,2000,Cyprus,9985847313.85485,Asia,0.797,0.0,Shinto,0
4922,2005,Cyprus,18433412510.8817,Asia,0.0,0.0,Shinto,0
4923,2010,Cyprus,25799940077.6075,Asia,0.859,0.0,Shinto,0
4924,1990,Bulgaria,20632090909.0909,Europe,0.698,0.0,Shinto,0
4925,1995,Bulgaria,18991484420.36,Europe,0.0,0.0,Shinto,0
4926,2000,Bulgaria,13245990274.4581,Europe,0.723,0.0,Shinto,0
4927,2005,Bulgaria,29868657858.0082,Europe,0.0,0.0,Shinto,0
4928,2010,Bulgaria,50689051382.4361,Europe,0.79,0.0,Shinto,0
4929,1995,Republic Of Moldova,1752999370.46158,Europe,0.0,0.0,Shinto,0
4930,2000,Republic Of Moldova,1288429391.79951,Europe,0.655,0.0,Shinto,0
4931,2005,Republic Of Moldova,2988342907.03096,Europe,0.0,0.0,Shinto,0
4932,2010,Republic Of Moldova,6974982369.60155,Europe,0.716,0.0,Shinto,0
4933,1990,Romania,38247882300.4904,Europe,0.709,0.0,Shinto,0
4934,1995,Romania,37430162102.6125,Europe,0.0,0.0,Shinto,0
4935,2000,Romania,37253739511.1273,Europe,0.721,0.0,Shinto,0
4936,2005,Romania,98454380120.0761,Europe,0.0,0.0,Shinto,0
4937,2010,Romania,170064350671.827,Europe,0.813,0.0,Shinto,0
4938,1990,Russian Federation,517014446227.929,Europe,0.741,1.0,Shinto,0
4939,1995,Russian Federation,395537185734.854,Europe,0.0,1.0,Shinto,0
4940,2000,Russian Federation,259710142196.943,Europe,0.733,1.0,Shinto,0
4941,2005,Russian Federation,764015973481.11,Europe,0.0,1.0,Shinto,0
4942,2010,Russian Federation,1524916715223.95,Europe,0.797,1.0,Shinto,0
4943,1995,Estonia,4502970889.06373,Europe,0.0,0.0,Shinto,0
4944,2000,Estonia,5686579747.53524,Europe,0.798,0.0,Shinto,0
4945,2005,Estonia,14109491356.7964,Europe,0.0,0.0,Shinto,0
4946,2010,Estonia,19524355419.038,Europe,0.864,0.0,Shinto,0
4947,1995,Latvia,5608208784.9401,Europe,0.0,0.0,Shinto,0
4948,2000,Latvia,7761252607.18424,Europe,0.761,0.0,Shinto,0
4949,2005,Latvia,16306935905.4138,Europe,0.0,0.0,Shinto,0
4950,2010,Latvia,23468324572.3343,Europe,0.827,0.0,Shinto,0
4951,1995,Lithuania,7921210339.58439,Europe,0.0,0.0,Shinto,0
4952,2000,Lithuania,11550695727.2335,Europe,0.769,0.0,Shinto,0
4953,2005,Lithuania,26105207115.3129,Europe,0.0,0.0,Shinto,0
4954,2010,Lithuania,36638128534.0643,Europe,0.846,0.0,Shinto,0
4955,1995,Ukraine,48213856468.5718,Europe,0.0,0.0,Shinto,0
4956,2000,Ukraine,32375083934.8241,Europe,0.698,0.0,Shinto,0
4957,2005,Ukraine,89238865118.5263,Europe,0.0,0.0,Shinto,0
4958,2010,Ukraine,141209170427.233,Europe,0.766,0.0,Shinto,0
4959,1995,Belarus,13972683273.5692,Europe,0.0,0.0,Shinto,0
4960,2000,Belarus,12736856827.9847,Europe,0.708,0.0,Shinto,0
4961,2005,Belarus,30210091836.8294,Europe,0.0,0.0,Shinto,0
4962,2010,Belarus,57231904542.8755,Europe,0.79,0.0,Shinto,0
4963,1995,Armenia,1468317435.20148,Asia,0.0,0.0,Shinto,0
4964,2000,Armenia,1911563668.85006,Asia,0.656,0.0,Shinto,0
4965,2005,Armenia,4900469511.10191,Asia,0.0,0.0,Shinto,0
4966,2010,Armenia,9260285755.62424,Asia,0.739,0.0,Shinto,0
4967,1995,Georgia,2693732611.81599,Asia,0.0,0.0,Shinto,0
4968,2000,Georgia,3057475335.18846,Asia,0.694,0.0,Shinto,0
4969,2005,Georgia,6410912049.87105,Asia,0.0,0.0,Shinto,0
4970,2010,Georgia,12426907967.1578,Asia,0.763,0.0,Shinto,0
4971,1995,Azerbaijan,2417331192.9526,Asia,0.0,1.0,Shinto,0
4972,2000,Azerbaijan,5272615722.96892,Asia,0.635,0.0,Shinto,0
4973,2005,Azerbaijan,13245421880.834,Asia,0.0,1.0,Shinto,0
4974,2010,Azerbaijan,52909294791.9262,Asia,0.733,0.0,Shinto,0
4975,1990,Finland,141446120354.533,Europe,0.811,0.0,Shinto,0
4976,1995,Finland,134060457516.34,Europe,0.0,0.0,Shinto,0
4977,2000,Finland,125967821110.589,Europe,0.887,0.0,Shinto,0
4978,2005,Finland,204859368790.661,Europe,0.0,0.0,Shinto,0
4979,2010,Finland,249429613683.334,Europe,0.912,0.0,Shinto,0
4980,1990,Sweden,261466577008.853,Europe,0.808,0.0,Shinto,0
4981,1995,Sweden,267050453506.792,Europe,0.0,0.0,Shinto,0
4982,2000,Sweden,262903560280.282,Europe,0.903,0.0,Shinto,0
4983,2005,Sweden,391688455928.597,Europe,0.0,0.0,Shinto,0
4984,2010,Sweden,492750897239.447,Europe,0.91,0.0,Shinto,0
4985,1990,Norway,119791843059.572,Europe,0.845,0.0,Shinto,0
4986,1995,Norway,152029612324.788,Europe,0.0,0.0,Shinto,0
